topic,query,title,url,timestamp,search_depth
vaccine misinformation,site:facebook.com vaccine hesitancy,Jordan Tralins works to address young adults' vaccine hesitancy | COVID ...,https://www.facebook.com/AmericanMedicalAssociation/videos/jordan-tralins-works-to-address-young-adults-vaccine-hesitancy-covid-19-update-f/513041963098001/,2024-11-30T16:58:43.997870,advanced
