topic,query,title,url,timestamp,search_depth
vaccine hesitancy,site:facebook.com vaccination myths,Vaccination Myths Debunked - Facebook,https://www.facebook.com/VaccinationsDebunked/,2024-11-30T16:36:37.035093,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Vaccination myths | myth | Dr Sandra Eades talks about the myths ...,https://www.facebook.com/HealthyWA/videos/vaccination-myths/1090757484782975/,2024-11-30T16:36:39.122553,advanced
vaccine hesitancy,site:facebook.com vaccination myths,DEBUNKING MYTHS vs FACTS OF VACCINATION - Facebook,https://www.facebook.com/KMIKelanaJayaMedicalCentre/videos/debunking-myths-vs-facts-of-vaccination/746220419514210/,2024-11-30T16:36:41.267467,advanced
vaccine hesitancy,site:facebook.com vaccination myths,#COVID19Vaccine myths and facts | While mass vaccination is ... - Facebook,https://www.facebook.com/AuroraHealth/videos/covid19vaccine-myths-and-facts/1463044517238261/,2024-11-30T16:36:44.103376,advanced
vaccine hesitancy,site:facebook.com vaccination myths,"[Vaccination Myths & Facts] | [Vaccination Myths & Facts] ⚠️ ""Are ...",https://www.facebook.com/MUPhaS3HTheSilentKillers/videos/vaccination-myths-facts/267438941683983/,2024-11-30T16:36:45.702504,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Part 3: Vaccination Myths vs Facts | Vaccination: Myths VS ... - Facebook,https://www.facebook.com/DrTanPekYong/videos/part-3-vaccination-myths-vs-facts/2870516729895141/,2024-11-30T16:36:47.898168,advanced
vaccine hesitancy,site:facebook.com vaccination myths,COVID-19 Vaccine Myths vs. Facts with Dr. Mark Shalauta - Facebook,https://www.facebook.com/scrippshealth/videos/covid-19-vaccine-myths-vs-facts-with-dr-mark-shalauta-san-diego-health/170145598547997/,2024-11-30T16:36:48.934568,advanced
vaccine hesitancy,site:facebook.com vaccination myths,"Adhi Sharma, MD, President of Mount Sinai South Nassau ... - Facebook",https://www.facebook.com/mountsinaisouthnassau/videos/adhi-sharma-md-president-of-mount-sinai-south-nassau-addresses-the-truth-behind-/346514167968018/,2024-11-30T16:36:51.792334,advanced
vaccine hesitancy,site:facebook.com vaccination myths,VACCINATION : MYTHS vs FACTS | Vaccination is one of the ... - Facebook,https://www.facebook.com/KMIKelanaJayaMedicalCentre/videos/vaccination-myths-vs-facts/747154009356192/,2024-11-30T16:36:52.550081,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Vaccination Myths and Facts: Separating Truth from ... - Facebook,https://www.facebook.com/Ohealthtv/videos/vaccination-myths-and-facts-separating-truth-from-misconceptions-i-o-health-tvre/892945149098518/,2024-11-30T16:36:54.660017,advanced
vaccine hesitancy,site:facebook.com vaccination myths,"Top 10 - vaccination myths | myth, fact | Here are the most common ...",https://www.facebook.com/BlueCrossNC/videos/top-10-vaccination-myths/626457282091712/,2024-11-30T16:36:58.322698,advanced
vaccine hesitancy,site:facebook.com vaccination myths,True or False? Bringing you our second vaccination myths ... - Facebook,https://www.facebook.com/UHSussex/videos/true-or-false-bringing-you-our-second-vaccination-myths-buster-quiz-highlighting/1317365532411295/,2024-11-30T16:36:59.678742,advanced
vaccine hesitancy,site:facebook.com vaccination myths,"Vaccination myths,... - Immunize Canada - Immunisation Canada - Facebook",https://www.facebook.com/immunizedotca/posts/vaccination-myths-debunked-how-a-canadian-author-caulfieldtim-hopes-to-smash-mis/1701174626561313/,2024-11-30T16:37:00.927737,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Vaccination and the myths around COVID-19 vaccine - Facebook,https://www.facebook.com/dnaindia/videos/vaccination-and-the-myths-around-covid-19-vaccine/137421221785374/,2024-11-30T16:37:03.837266,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Vaccination: Facts & Myths | Watch the insightful session by ... - Facebook,https://www.facebook.com/TheApolloHospitals/videos/vaccination-facts-myths/289454746056183/,2024-11-30T16:37:06.249553,advanced
vaccine hesitancy,site:facebook.com vaccination myths,COVID-19 Vaccination: Myths and Facts - Facebook,https://www.facebook.com/nbscsiliguri/videos/covid-19-vaccination-myths-and-facts/420685259392863/,2024-11-30T16:37:10.724685,advanced
vaccine hesitancy,site:facebook.com vaccination myths,COVID-19 Vaccination: Myths and Facts - Facebook,https://www.facebook.com/nehrusciencecentre/videos/covid-19-vaccination-myths-and-facts/420685309392858/,2024-11-30T16:37:12.257406,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Senator Schumer Outlines Top 5 Covid Vaccine Myths - Facebook,https://www.facebook.com/bloombergoriginals/videos/senator-schumer-outlines-top-5-covid-vaccine-myths/164941155570980/,2024-11-30T16:37:13.937873,advanced
vaccine hesitancy,site:facebook.com vaccination myths,Vax Facts | We've teamed up with some familiar faces to ... - Facebook,https://www.facebook.com/abc/videos/vax-facts/382100060178749/,2024-11-30T16:37:17.523332,advanced
vaccine hesitancy,site:facebook.com vaccination myths,"COVID-19 Vaccination: Myths, Facts and Future",https://www.facebook.com/RFHospital/videos/covid-19-vaccination-myths-facts-and-future/447616579631134/,2024-11-30T16:37:21.073182,advanced
