topic,query,title,url,timestamp,search_depth
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Informed Citizens Against Vaccination Misinformation - Facebook,https://www.facebook.com/InformedCitizensAgainstVaccinationMisinformation/,2024-11-30T16:35:09.332307,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Informed Citizens Against Vaccination Misinformation - Facebook,https://en-gb.facebook.com/InformedCitizensAgainstVaccinationMisinformation/,2024-11-30T16:35:10.107408,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Inge... - Informed Citizens Against Vaccination Misinformation - Facebook,https://www.facebook.com/InformedCitizensAgainstVaccinationMisinformation/posts/272062486238846/,2024-11-30T16:35:11.118311,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Vaccine Misinformation | Do we have accurate basic information? The ...,https://www.facebook.com/pointofviewradio/videos/vaccine-misinformation/783444602351018/,2024-11-30T16:35:11.764998,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Stop Anti-Vaccine Misinformation - Facebook,https://www.facebook.com/StopAVMisinformation/,2024-11-30T16:35:12.634377,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,How Misinformation Hurts Vaccination Efforts | Misinformation about the ...,https://www.facebook.com/HuffPostPolitics/videos/how-misinformation-hurts-vaccination-efforts/264851618949620/,2024-11-30T16:35:14.646065,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,#Vaccines & #Misinfo VS the #Evidence... - Facebook,https://www.facebook.com/OpenEyes13/posts/-vaccines-misinfo-vs-the-evidence-️vaccination-is-one-of-the-most-highly-effecti/400567275647622/,2024-11-30T16:35:15.628478,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Redwood Health Center... - University of Utah Health Insider - Facebook,https://www.facebook.com/UofUHealthInsider/posts/redwood-health-center-physician-eli-moreno-shares-a-simple-exercise-to-cut-throu/10159372912499350/,2024-11-30T16:35:17.704261,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Fighting COVID-19 Vaccine Misinformation on Facebook and Instagram ...,https://www.facebook.com/business/news/how-facebook-addresses-covid-19-misinformation/,2024-11-30T16:35:28.453366,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Fighting COVID-19 Vaccine Misinformation on Facebook and Instagram ...,https://en-gb.facebook.com/business/news/how-facebook-addresses-covid-19-misinformation/,2024-11-30T16:35:49.547962,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Joe Biden clarifies comments about Facebook 'killing people' with ...,https://www.facebook.com/EconomicTimes/videos/joe-biden-clarifies-comments-about-facebook-killing-people-with-vaccine-misinfor/303142501545844/,2024-11-30T16:35:51.844004,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Dr. Brownstein on misinformation and delta variant - Facebook,https://www.facebook.com/ABCNewsLive/videos/dr-brownstein-on-misinformation-and-delta-variant/499721281241487/,2024-11-30T16:35:53.462137,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,I share posts like this because I want people to be aware of the highly ...,https://www.facebook.com/Evolution.Wellness/videos/i-share-posts-like-this-because-i-want-people-to-be-aware-of-the-highly-skilled-/749618169551973/,2024-11-30T16:35:55.443190,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,"Universal - Many people, including highly educated... - Facebook",https://www.facebook.com/UniversalSouthAfrica/posts/many-people-including-highly-educated-business-leaders-politicians-and-students-/1164198137259641/,2024-11-30T16:35:56.366788,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,CDC - Health misinformation related to COVID-19 vaccines ... - Facebook,https://www.facebook.com/cdc/posts/health-misinformation-related-to-covid-19-vaccines-can-cause-people-to-make-deci/269713391856773/,2024-11-30T16:35:58.386471,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Covid-19 Vaccination Related Misinformation in The Sri Lankan Social ...,https://research.facebook.com/publications/covid-19-vaccination-related-misinformation-in-the-sri-lankan-social-media-landscape/,2024-11-30T16:36:00.836790,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Ivermectin debacle exposes hypocrisy of anti-vaccine crowd | As ...,https://www.facebook.com/cnn/videos/ivermectin-debacle-exposes-hypocrisy-of-anti-vaccine-crowd/949365822310172/,2024-11-30T16:36:02.792832,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,"Misinformat... - Center for Bioethics, University of Minnesota - Facebook",https://www.facebook.com/UMNBioethics/posts/2952406804852537/,2024-11-30T16:36:04.065232,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,What's the harm in allowing vaccine... - Voices for Vaccines - Facebook,https://www.facebook.com/VoicesForVaccines/posts/whats-the-harm-in-allowing-vaccine-misinformation-to-spread-even-when-people-don/1001865143266760/,2024-11-30T16:36:05.299347,advanced
microchips in vaccines,site:facebook.com highly educated individuals view on vaccination misinformation,Islahenafs - Facebook,https://www.facebook.com/islahenafs.org/,2024-11-30T16:36:06.380760,advanced
