topic,query,title,url,timestamp,search_depth
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Communities of Color and Vaccines | Legacy is working hard ... - Facebook,https://www.facebook.com/ourlegacyhealth/videos/communities-of-color-and-vaccines/610824270286425/,2024-11-30T17:11:32.269740,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,LBC urges ethnic minority communities to #TakeTheVaccine - Facebook,https://www.facebook.com/LBC/videos/lbc-urges-ethnic-minority-communities-to-takethevaccine/157084966227857/,2024-11-30T17:11:34.028516,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Why are ethnic minorities more reluctant to take the vaccine ... - Facebook,https://www.facebook.com/openDemocracy/videos/why-are-ethnic-minorities-more-reluctant-to-take-the-vaccine/330596588338281/,2024-11-30T17:11:35.277319,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Ethnic communities across the south urging people to get ... - Facebook,https://www.facebook.com/BBCSouthNews/videos/ethnic-communities-across-the-south-urging-people-to-get-vaccinated/1368354246844822/,2024-11-30T17:11:36.828943,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Why is it particularly important for ethnic minority people ... - Facebook,https://www.facebook.com/oeogovuk/videos/why-is-it-particularly-important-for-ethnic-minority-people-to-have-the-vaccine-/1127216341072417/,2024-11-30T17:11:38.735920,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Covid-19 vaccine | The COVID-19 pandemic has had a ... - Facebook,https://www.facebook.com/NHSwebsite/videos/covid-19-vaccine/517203892647707/,2024-11-30T17:11:39.306128,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Appeal to Ethnic Minority members of our community | Dr ... - Facebook,https://www.facebook.com/WesternHSCTrust/videos/appeal-to-ethnic-minority-members-of-our-community-dr-mukesh-chugh/438850284220067/,2024-11-30T17:11:39.849969,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Covid-19 vaccine and ethnic minorities - Facebook,https://www.facebook.com/DHSCgovuk/videos/covid-19-vaccine-and-ethnic-minorities/183045966903709/,2024-11-30T17:11:41.544420,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Why should minority communities feel safe getting the vaccine? Carl ...,https://www.facebook.com/UCHealthCincinnati/videos/why-should-minority-communities-feel-safe-getting-the-vaccine-carl-fichtenbaum-m/3479214772125556/,2024-11-30T17:11:43.189261,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,British-Somali Nurses Encourage Community to Take Covid-19 Vaccine | In ...,https://www.facebook.com/BBCnewsafrica/videos/british-somali-nurses-encourage-community-to-take-covid-19-vaccine/479674699733932/,2024-11-30T17:11:43.765898,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Many racial and ethnic minority groups may face barriers to receiving ...,https://www.facebook.com/minorityhealth/posts/many-racial-and-ethnic-minority-groups-may-face-barriers-to-receiving-covid-19-v/311024107721601/,2024-11-30T17:11:44.398009,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,BAME vaccine misinformation | Calls to tackle online misinformation ...,https://www.facebook.com/BBCWalesNews/videos/bame-vaccine-misinformation/386306326032188/,2024-11-30T17:11:46.867008,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Commercial TV channels unite to screen Covid vaccine myth ... - Facebook,https://www.facebook.com/bbctwo/videos/commercial-tv-channels-unite-to-screen-covid-vaccine-myth-busting-video/929907004479927/,2024-11-30T17:11:57.485503,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Some racial and ethnic minority communities have been ...,https://www.facebook.com/SIVSClinicalTrialsProgram/posts/4785762511473288/,2024-11-30T17:11:58.046217,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Racial and ethnic minorities have... - AmeriHealth Caritas - Facebook,https://www.facebook.com/AmeriHealthCaritas/posts/racial-and-ethnic-minorities-have-been-disproportionately-impacted-by-the-covid-/1607766156081183/,2024-11-30T17:11:58.572678,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,"Right on ""The Larry Elder Show,"" The Sage talks about ... - Facebook",https://th-th.facebook.com/krla870am/videos/right-on-the-larry-elder-show-the-sage-talks-about-how-ridiculous-these-vaccine-/639289234049264/,2024-11-30T17:12:00.848625,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,Swahili: Information on Covid-19 Vaccines for the community ... - Facebook,https://th-th.facebook.com/alburywodongaecc/videos/swahili-information-on-covid-19-vaccines-for-the-community/897263594368200/,2024-11-30T17:12:01.475916,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,"With the rollout of COVID-19 vaccines across California, new ... - Facebook",https://es-es.facebook.com/UCSCAdmissions/videos/with-the-rollout-of-covid-19-vaccines-across-california-new-research-has-shown-h/505709117797760/,2024-11-30T17:12:03.675339,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,"With the rollout of COVID-19 vaccines across California, new ... - Facebook",https://pt-br.facebook.com/UCSCAdmissions/videos/with-the-rollout-of-covid-19-vaccines-across-california-new-research-has-shown-h/505709117797760/,2024-11-30T17:12:04.649485,advanced
vaccine programs,site:facebook.com ethnic minorities view on vaccine programs,With racial and ethnic minorities... - Tampa General Hospital - Facebook,https://www.facebook.com/tampageneralhospital/posts/with-racial-and-ethnic-minorities-at-a-higher-risk-of-getting-seriously-ill-or-d/4632841573410952/,2024-11-30T17:12:05.809367,advanced
